date,TargetXGB_scale
2017-12-19 0:00,80.83305965
2017-12-20 0:00,80.47010416
2017-12-21 0:00,277.24137
2017-12-22 0:00,-311.1719397
2017-12-23 0:00,-292.5154702
2017-12-24 0:00,467.0925263
2017-12-25 0:00,-307.9936038
2017-12-26 0:00,-452.294974
2017-12-27 0:00,1103.200635
2017-12-28 0:00,-391.3567345
2017-12-29 0:00,-282.5957867
2017-12-30 0:00,93.86004759
2017-12-31 0:00,-105.8771373
2018-01-01 0:00,24.99787946
2018-01-02 0:00,88.01197069
2018-01-03 0:00,-11.02813104
2018-01-04 0:00,923.7615205
2018-01-05 0:00,7.520424288
2018-01-06 0:00,-113.7895833
2018-01-07 0:00,-305.6203469
2018-01-08 0:00,-127.2041404
2018-01-09 0:00,835.1399948
2018-01-10 0:00,72.24840091
2018-01-11 0:00,71.97228721
2018-01-12 0:00,-338.0822618
2018-01-13 0:00,-59.95386444
2018-01-14 0:00,288.7427972
2018-01-15 0:00,-11.75132162
2018-01-16 0:00,-778.2968805
2018-01-17 0:00,-3.579789695
2018-01-18 0:00,-527.0745533
2018-01-19 0:00,40.66081137
2018-01-20 0:00,63.47588716
2018-01-21 0:00,-212.9888136
2018-01-22 0:00,-37.30858797
2018-01-23 0:00,-257.5048077
2018-01-24 0:00,80.51340403
2018-01-25 0:00,-104.1601985
2018-01-26 0:00,55.17442601
2018-01-27 0:00,-375.6358294
2018-01-28 0:00,82.83437314
2018-01-29 0:00,-160.9728314
2018-01-30 0:00,633.9423588
2018-01-31 0:00,-75.45129315
2018-02-01 0:00,35.64165375
2018-02-02 0:00,-258.8939192
2018-02-03 0:00,-11.38253892
2018-02-04 0:00,856.1558639
2018-02-05 0:00,2021.942501
2018-02-06 0:00,-195.8543657
2018-02-07 0:00,2.62787499
2018-02-08 0:00,16.543171
2018-02-09 0:00,69.53782272
2018-02-10 0:00,62.80063177
2018-02-11 0:00,251.6473609
2018-02-12 0:00,-286.4285367
2018-02-13 0:00,850.1536922
2018-02-14 0:00,-445.7475863
2018-02-15 0:00,-87.62234764
2018-02-16 0:00,-105.4758555
2018-02-17 0:00,1084.252625
2018-02-18 0:00,-20.96310918
2018-02-19 0:00,157.0093695
2018-02-20 0:00,-87.17632713
2018-02-21 0:00,56.80444557
2018-02-22 0:00,-96.22790904
2018-02-23 0:00,-54.29485512
2018-02-24 0:00,-44.16356235
2018-02-25 0:00,-131.4529811
